Collection_code,N_samples,id
ebird,11,IN_Indianapolis_C1_C_2992
other,0,IN_Indianapolis_C1_C_2992
iNaturalist,0,IN_Indianapolis_C1_C_2992
ebird,68080,IN_Indianapolis_C1_C_2993
iNaturalist,41,IN_Indianapolis_C1_C_2993
other,109,IN_Indianapolis_C1_C_2993
ebird,12,IN_Indianapolis_C10_C_2994
iNaturalist,1,IN_Indianapolis_C10_C_2994
other,0,IN_Indianapolis_C10_C_2994
ebird,774,IN_Indianapolis_C11_C_2995
other,0,IN_Indianapolis_C11_C_2995
iNaturalist,0,IN_Indianapolis_C11_C_2995
ebird,846,IN_Indianapolis_C12_C_2996
iNaturalist,1,IN_Indianapolis_C12_C_2996
other,9,IN_Indianapolis_C12_C_2996
ebird,33,IN_Indianapolis_C13_C_2997
other,0,IN_Indianapolis_C13_C_2997
iNaturalist,0,IN_Indianapolis_C13_C_2997
ebird,184,IN_Indianapolis_C14_C_2998
iNaturalist,2,IN_Indianapolis_C14_C_2998
other,0,IN_Indianapolis_C14_C_2998
iNaturalist,1,IN_Indianapolis_C15_C_2999
other,0,IN_Indianapolis_C15_C_2999
ebird,0,IN_Indianapolis_C15_C_2999
ebird,68,IN_Indianapolis_C16_C_3000
other,0,IN_Indianapolis_C16_C_3000
iNaturalist,0,IN_Indianapolis_C16_C_3000
ebird,1,IN_Indianapolis_C18_C_3002
other,0,IN_Indianapolis_C18_C_3002
iNaturalist,0,IN_Indianapolis_C18_C_3002
ebird,7,IN_Indianapolis_C19_C_3003
other,0,IN_Indianapolis_C19_C_3003
iNaturalist,0,IN_Indianapolis_C19_C_3003
ebird,75,IN_Indianapolis_C19_C_3004
other,0,IN_Indianapolis_C19_C_3004
iNaturalist,0,IN_Indianapolis_C19_C_3004
ebird,40,IN_Indianapolis_C2_C_3005
other,0,IN_Indianapolis_C2_C_3005
iNaturalist,0,IN_Indianapolis_C2_C_3005
ebird,231,IN_Indianapolis_C20_C_3006
other,0,IN_Indianapolis_C20_C_3006
iNaturalist,0,IN_Indianapolis_C20_C_3006
ebird,14,IN_Indianapolis_C21_C_3007
other,0,IN_Indianapolis_C21_C_3007
iNaturalist,0,IN_Indianapolis_C21_C_3007
ebird,482,IN_Indianapolis_C22_C_3008
iNaturalist,4,IN_Indianapolis_C22_C_3008
other,0,IN_Indianapolis_C22_C_3008
ebird,16,IN_Indianapolis_C22_C_3009
other,0,IN_Indianapolis_C22_C_3009
iNaturalist,0,IN_Indianapolis_C22_C_3009
ebird,192,IN_Indianapolis_C23_C_3010
iNaturalist,2,IN_Indianapolis_C23_C_3010
other,1,IN_Indianapolis_C23_C_3010
ebird,21,IN_Indianapolis_C24_C_3011
iNaturalist,6,IN_Indianapolis_C24_C_3011
other,0,IN_Indianapolis_C24_C_3011
ebird,1524,IN_Indianapolis_C3_C_3012
iNaturalist,2,IN_Indianapolis_C3_C_3012
other,0,IN_Indianapolis_C3_C_3012
ebird,55,IN_Indianapolis_C3_C_3013
iNaturalist,1,IN_Indianapolis_C3_C_3013
other,0,IN_Indianapolis_C3_C_3013
ebird,104,IN_Indianapolis_C4_C_3014
other,0,IN_Indianapolis_C4_C_3014
iNaturalist,0,IN_Indianapolis_C4_C_3014
ebird,323,IN_Indianapolis_C4_C_3015
iNaturalist,9,IN_Indianapolis_C4_C_3015
other,0,IN_Indianapolis_C4_C_3015
ebird,320,IN_Indianapolis_C5_C_3016
iNaturalist,3,IN_Indianapolis_C5_C_3016
other,0,IN_Indianapolis_C5_C_3016
ebird,14505,IN_Indianapolis_C5_C_3017
iNaturalist,98,IN_Indianapolis_C5_C_3017
other,2,IN_Indianapolis_C5_C_3017
ebird,356,IN_Indianapolis_C6_C_3018
iNaturalist,11,IN_Indianapolis_C6_C_3018
other,0,IN_Indianapolis_C6_C_3018
ebird,400,IN_Indianapolis_C7_C_3019
iNaturalist,2,IN_Indianapolis_C7_C_3019
other,0,IN_Indianapolis_C7_C_3019
ebird,38,IN_Indianapolis_C8_C_3020
iNaturalist,4,IN_Indianapolis_C8_C_3020
other,0,IN_Indianapolis_C8_C_3020
ebird,277,IN_Indianapolis_C9_C_3021
iNaturalist,1,IN_Indianapolis_C9_C_3021
other,0,IN_Indianapolis_C9_C_3021
ebird,183,IN_Indianapolis_D1_D_3022
iNaturalist,2,IN_Indianapolis_D1_D_3022
other,87,IN_Indianapolis_D1_D_3022
ebird,242,IN_Indianapolis_D10_D_3023
iNaturalist,3,IN_Indianapolis_D10_D_3023
other,0,IN_Indianapolis_D10_D_3023
ebird,22,IN_Indianapolis_D11_D_3024
iNaturalist,1,IN_Indianapolis_D11_D_3024
other,0,IN_Indianapolis_D11_D_3024
ebird,152,IN_Indianapolis_D12_D_3025
iNaturalist,2,IN_Indianapolis_D12_D_3025
other,0,IN_Indianapolis_D12_D_3025
ebird,6,IN_Indianapolis_D13_D_3026
other,0,IN_Indianapolis_D13_D_3026
iNaturalist,0,IN_Indianapolis_D13_D_3026
other,0,IN_Indianapolis_D13_D_3027
iNaturalist,0,IN_Indianapolis_D13_D_3027
ebird,0,IN_Indianapolis_D13_D_3027
other,0,IN_Indianapolis_D13_D_3028
iNaturalist,0,IN_Indianapolis_D13_D_3028
ebird,0,IN_Indianapolis_D13_D_3028
other,0,IN_Indianapolis_D13_D_3029
iNaturalist,0,IN_Indianapolis_D13_D_3029
ebird,0,IN_Indianapolis_D13_D_3029
ebird,1,IN_Indianapolis_D13_D_3030
other,0,IN_Indianapolis_D13_D_3030
iNaturalist,0,IN_Indianapolis_D13_D_3030
ebird,92,IN_Indianapolis_D14_D_3031
other,0,IN_Indianapolis_D14_D_3031
iNaturalist,0,IN_Indianapolis_D14_D_3031
ebird,252,IN_Indianapolis_D15_D_3032
other,0,IN_Indianapolis_D15_D_3032
iNaturalist,0,IN_Indianapolis_D15_D_3032
ebird,89,IN_Indianapolis_D15_D_3033
other,0,IN_Indianapolis_D15_D_3033
iNaturalist,0,IN_Indianapolis_D15_D_3033
ebird,2544,IN_Indianapolis_D16_D_3034
iNaturalist,2,IN_Indianapolis_D16_D_3034
other,0,IN_Indianapolis_D16_D_3034
ebird,22,IN_Indianapolis_D17_D_3035
iNaturalist,2,IN_Indianapolis_D17_D_3035
other,0,IN_Indianapolis_D17_D_3035
ebird,75,IN_Indianapolis_D18_D_3037
iNaturalist,5,IN_Indianapolis_D18_D_3037
other,0,IN_Indianapolis_D18_D_3037
ebird,17,IN_Indianapolis_D19_D_3038
iNaturalist,2,IN_Indianapolis_D19_D_3038
other,0,IN_Indianapolis_D19_D_3038
ebird,494,IN_Indianapolis_D2_D_3039
other,0,IN_Indianapolis_D2_D_3039
iNaturalist,0,IN_Indianapolis_D2_D_3039
ebird,171,IN_Indianapolis_D20_D_3041
iNaturalist,6,IN_Indianapolis_D20_D_3041
other,0,IN_Indianapolis_D20_D_3041
ebird,3818,IN_Indianapolis_D21_D_3042
iNaturalist,28,IN_Indianapolis_D21_D_3042
other,61,IN_Indianapolis_D21_D_3042
ebird,53,IN_Indianapolis_D22_D_3043
iNaturalist,3,IN_Indianapolis_D22_D_3043
other,0,IN_Indianapolis_D22_D_3043
ebird,45,IN_Indianapolis_D23_D_3044
iNaturalist,2,IN_Indianapolis_D23_D_3044
other,0,IN_Indianapolis_D23_D_3044
ebird,41,IN_Indianapolis_D24_D_3045
iNaturalist,1,IN_Indianapolis_D24_D_3045
other,0,IN_Indianapolis_D24_D_3045
ebird,2,IN_Indianapolis_D24_D_3046
other,0,IN_Indianapolis_D24_D_3046
iNaturalist,0,IN_Indianapolis_D24_D_3046
ebird,165,IN_Indianapolis_D25_D_3047
iNaturalist,2,IN_Indianapolis_D25_D_3047
other,0,IN_Indianapolis_D25_D_3047
ebird,48,IN_Indianapolis_D25_D_3048
other,0,IN_Indianapolis_D25_D_3048
iNaturalist,0,IN_Indianapolis_D25_D_3048
ebird,1522,IN_Indianapolis_D26_D_3049
iNaturalist,1,IN_Indianapolis_D26_D_3049
other,0,IN_Indianapolis_D26_D_3049
ebird,113,IN_Indianapolis_D27_D_3050
iNaturalist,2,IN_Indianapolis_D27_D_3050
other,0,IN_Indianapolis_D27_D_3050
ebird,1433,IN_Indianapolis_D3_D_3051
iNaturalist,8,IN_Indianapolis_D3_D_3051
other,10,IN_Indianapolis_D3_D_3051
ebird,1120,IN_Indianapolis_D4_D_3052
iNaturalist,2,IN_Indianapolis_D4_D_3052
other,0,IN_Indianapolis_D4_D_3052
ebird,663,IN_Indianapolis_D5_D_3053
other,0,IN_Indianapolis_D5_D_3053
iNaturalist,0,IN_Indianapolis_D5_D_3053
ebird,70,IN_Indianapolis_D6_D_3054
iNaturalist,2,IN_Indianapolis_D6_D_3054
other,0,IN_Indianapolis_D6_D_3054
ebird,112,IN_Indianapolis_D7_D_3055
iNaturalist,3,IN_Indianapolis_D7_D_3055
other,0,IN_Indianapolis_D7_D_3055
ebird,20,IN_Indianapolis_D8_D_3056
iNaturalist,1,IN_Indianapolis_D8_D_3056
other,0,IN_Indianapolis_D8_D_3056
ebird,108,IN_Indianapolis_D9_D_3057
iNaturalist,1,IN_Indianapolis_D9_D_3057
other,0,IN_Indianapolis_D9_D_3057
ebird,153,IN_Indianapolis_D9_D_3058
iNaturalist,1,IN_Indianapolis_D9_D_3058
other,10,IN_Indianapolis_D9_D_3058
ebird,51,IN_Lake Co. Gary_A1_A_3059
other,0,IN_Lake Co. Gary_A1_A_3059
iNaturalist,0,IN_Lake Co. Gary_A1_A_3059
ebird,14,IN_Lake Co. Gary_A1_A_3060
other,0,IN_Lake Co. Gary_A1_A_3060
iNaturalist,0,IN_Lake Co. Gary_A1_A_3060
ebird,3,IN_Lake Co. Gary_A2_A_3061
other,0,IN_Lake Co. Gary_A2_A_3061
iNaturalist,0,IN_Lake Co. Gary_A2_A_3061
ebird,9,IN_Lake Co. Gary_A2_A_3062
other,0,IN_Lake Co. Gary_A2_A_3062
iNaturalist,0,IN_Lake Co. Gary_A2_A_3062
ebird,1729,IN_Lake Co. Gary_A2_A_3063
other,0,IN_Lake Co. Gary_A2_A_3063
iNaturalist,0,IN_Lake Co. Gary_A2_A_3063
iNaturalist,1,IN_Lake Co. Gary_A4_A_3065
other,0,IN_Lake Co. Gary_A4_A_3065
ebird,0,IN_Lake Co. Gary_A4_A_3065
ebird,46,IN_Lake Co. Gary_A7_A_3069
other,0,IN_Lake Co. Gary_A7_A_3069
iNaturalist,0,IN_Lake Co. Gary_A7_A_3069
other,0,IN_Lake Co. Gary_A7_A_3070
iNaturalist,0,IN_Lake Co. Gary_A7_A_3070
ebird,0,IN_Lake Co. Gary_A7_A_3070
other,0,IN_Lake Co. Gary_B1_B_3072
iNaturalist,0,IN_Lake Co. Gary_B1_B_3072
ebird,0,IN_Lake Co. Gary_B1_B_3072
iNaturalist,1,IN_Lake Co. Gary_B10_B_3073
other,0,IN_Lake Co. Gary_B10_B_3073
ebird,0,IN_Lake Co. Gary_B10_B_3073
ebird,2,IN_Lake Co. Gary_B12_B_3075
other,0,IN_Lake Co. Gary_B12_B_3075
iNaturalist,0,IN_Lake Co. Gary_B12_B_3075
iNaturalist,1,IN_Lake Co. Gary_B13_B_3076
other,0,IN_Lake Co. Gary_B13_B_3076
ebird,0,IN_Lake Co. Gary_B13_B_3076
ebird,79,IN_Lake Co. Gary_B2_B_3077
other,0,IN_Lake Co. Gary_B2_B_3077
iNaturalist,0,IN_Lake Co. Gary_B2_B_3077
ebird,51,IN_Lake Co. Gary_B2_B_3078
other,0,IN_Lake Co. Gary_B2_B_3078
iNaturalist,0,IN_Lake Co. Gary_B2_B_3078
ebird,51,IN_Lake Co. Gary_B2_B_3079
iNaturalist,1,IN_Lake Co. Gary_B2_B_3079
other,5,IN_Lake Co. Gary_B2_B_3079
ebird,6,IN_Lake Co. Gary_B3_B_3080
other,0,IN_Lake Co. Gary_B3_B_3080
iNaturalist,0,IN_Lake Co. Gary_B3_B_3080
ebird,1,IN_Lake Co. Gary_B6_B_3083
other,0,IN_Lake Co. Gary_B6_B_3083
iNaturalist,0,IN_Lake Co. Gary_B6_B_3083
ebird,1,IN_Lake Co. Gary_B7_B_3084
other,0,IN_Lake Co. Gary_B7_B_3084
iNaturalist,0,IN_Lake Co. Gary_B7_B_3084
ebird,277,IN_Lake Co. Gary_C1_C_3087
iNaturalist,2,IN_Lake Co. Gary_C1_C_3087
other,0,IN_Lake Co. Gary_C1_C_3087
ebird,320,IN_Lake Co. Gary_C10_C_3088
other,0,IN_Lake Co. Gary_C10_C_3088
iNaturalist,0,IN_Lake Co. Gary_C10_C_3088
ebird,812,IN_Lake Co. Gary_C10_C_3089
other,19,IN_Lake Co. Gary_C10_C_3089
iNaturalist,0,IN_Lake Co. Gary_C10_C_3089
ebird,959,IN_Lake Co. Gary_C11_C_3090
iNaturalist,2,IN_Lake Co. Gary_C11_C_3090
other,1,IN_Lake Co. Gary_C11_C_3090
ebird,10,IN_Lake Co. Gary_C12_C_3091
other,0,IN_Lake Co. Gary_C12_C_3091
iNaturalist,0,IN_Lake Co. Gary_C12_C_3091
other,0,IN_Lake Co. Gary_C13_C_3092
iNaturalist,0,IN_Lake Co. Gary_C13_C_3092
ebird,0,IN_Lake Co. Gary_C13_C_3092
ebird,59,IN_Lake Co. Gary_C13_C_3093
other,0,IN_Lake Co. Gary_C13_C_3093
iNaturalist,0,IN_Lake Co. Gary_C13_C_3093
ebird,3,IN_Lake Co. Gary_C14_C_3094
iNaturalist,1,IN_Lake Co. Gary_C14_C_3094
other,0,IN_Lake Co. Gary_C14_C_3094
ebird,104,IN_Lake Co. Gary_C15_C_3095
iNaturalist,2,IN_Lake Co. Gary_C15_C_3095
other,0,IN_Lake Co. Gary_C15_C_3095
ebird,2,IN_Lake Co. Gary_C15_C_3096
iNaturalist,1,IN_Lake Co. Gary_C15_C_3096
other,0,IN_Lake Co. Gary_C15_C_3096
ebird,95,IN_Lake Co. Gary_C16_C_3097
other,0,IN_Lake Co. Gary_C16_C_3097
iNaturalist,0,IN_Lake Co. Gary_C16_C_3097
other,0,IN_Lake Co. Gary_C17_C_3098
iNaturalist,0,IN_Lake Co. Gary_C17_C_3098
ebird,0,IN_Lake Co. Gary_C17_C_3098
ebird,133,IN_Lake Co. Gary_C18_C_3099
other,0,IN_Lake Co. Gary_C18_C_3099
iNaturalist,0,IN_Lake Co. Gary_C18_C_3099
ebird,155,IN_Lake Co. Gary_C2_C_3101
iNaturalist,2,IN_Lake Co. Gary_C2_C_3101
other,3,IN_Lake Co. Gary_C2_C_3101
ebird,8,IN_Lake Co. Gary_C20_C_3102
other,0,IN_Lake Co. Gary_C20_C_3102
iNaturalist,0,IN_Lake Co. Gary_C20_C_3102
ebird,5,IN_Lake Co. Gary_C20_C_3103
other,0,IN_Lake Co. Gary_C20_C_3103
iNaturalist,0,IN_Lake Co. Gary_C20_C_3103
ebird,105,IN_Lake Co. Gary_C21_C_3104
iNaturalist,2,IN_Lake Co. Gary_C21_C_3104
other,38,IN_Lake Co. Gary_C21_C_3104
ebird,706,IN_Lake Co. Gary_C22_C_3105
other,0,IN_Lake Co. Gary_C22_C_3105
iNaturalist,0,IN_Lake Co. Gary_C22_C_3105
ebird,40,IN_Lake Co. Gary_C3_C_3106
iNaturalist,1,IN_Lake Co. Gary_C3_C_3106
other,1,IN_Lake Co. Gary_C3_C_3106
ebird,17,IN_Lake Co. Gary_C4_C_3107
iNaturalist,1,IN_Lake Co. Gary_C4_C_3107
other,0,IN_Lake Co. Gary_C4_C_3107
iNaturalist,1,IN_Lake Co. Gary_C5_C_3108
other,0,IN_Lake Co. Gary_C5_C_3108
ebird,0,IN_Lake Co. Gary_C5_C_3108
ebird,2,IN_Lake Co. Gary_C6_C_3110
other,0,IN_Lake Co. Gary_C6_C_3110
iNaturalist,0,IN_Lake Co. Gary_C6_C_3110
ebird,1,IN_Lake Co. Gary_C6_C_3111
other,0,IN_Lake Co. Gary_C6_C_3111
iNaturalist,0,IN_Lake Co. Gary_C6_C_3111
iNaturalist,1,IN_Lake Co. Gary_C6_C_3112
other,0,IN_Lake Co. Gary_C6_C_3112
ebird,0,IN_Lake Co. Gary_C6_C_3112
ebird,1,IN_Lake Co. Gary_C6_C_3113
other,0,IN_Lake Co. Gary_C6_C_3113
iNaturalist,0,IN_Lake Co. Gary_C6_C_3113
ebird,204,IN_Lake Co. Gary_C7_C_3114
other,0,IN_Lake Co. Gary_C7_C_3114
iNaturalist,0,IN_Lake Co. Gary_C7_C_3114
ebird,4,IN_Lake Co. Gary_C7_C_3115
other,0,IN_Lake Co. Gary_C7_C_3115
iNaturalist,0,IN_Lake Co. Gary_C7_C_3115
ebird,285,IN_Lake Co. Gary_C8_C_3116
other,0,IN_Lake Co. Gary_C8_C_3116
iNaturalist,0,IN_Lake Co. Gary_C8_C_3116
ebird,256,IN_Lake Co. Gary_C9_C_3117
iNaturalist,2,IN_Lake Co. Gary_C9_C_3117
other,0,IN_Lake Co. Gary_C9_C_3117
ebird,2,IN_Lake Co. Gary_D1_D_3118
other,0,IN_Lake Co. Gary_D1_D_3118
iNaturalist,0,IN_Lake Co. Gary_D1_D_3118
iNaturalist,1,IN_Lake Co. Gary_D1_D_3119
other,0,IN_Lake Co. Gary_D1_D_3119
ebird,0,IN_Lake Co. Gary_D1_D_3119
ebird,69,IN_Lake Co. Gary_D1_D_3120
other,0,IN_Lake Co. Gary_D1_D_3120
iNaturalist,0,IN_Lake Co. Gary_D1_D_3120
iNaturalist,2,IN_Lake Co. Gary_D1_D_3121
other,0,IN_Lake Co. Gary_D1_D_3121
ebird,0,IN_Lake Co. Gary_D1_D_3121
ebird,44,IN_Lake Co. Gary_D10_D_3123
other,0,IN_Lake Co. Gary_D10_D_3123
iNaturalist,0,IN_Lake Co. Gary_D10_D_3123
ebird,50,IN_Lake Co. Gary_D10_D_3124
iNaturalist,1,IN_Lake Co. Gary_D10_D_3124
other,0,IN_Lake Co. Gary_D10_D_3124
ebird,11,IN_Lake Co. Gary_D10_D_3125
other,0,IN_Lake Co. Gary_D10_D_3125
iNaturalist,0,IN_Lake Co. Gary_D10_D_3125
ebird,74,IN_Lake Co. Gary_D11_D_3126
other,0,IN_Lake Co. Gary_D11_D_3126
iNaturalist,0,IN_Lake Co. Gary_D11_D_3126
iNaturalist,2,IN_Lake Co. Gary_D2_D_3127
other,0,IN_Lake Co. Gary_D2_D_3127
ebird,0,IN_Lake Co. Gary_D2_D_3127
ebird,40,IN_Lake Co. Gary_D3_D_3128
other,0,IN_Lake Co. Gary_D3_D_3128
iNaturalist,0,IN_Lake Co. Gary_D3_D_3128
other,0,IN_Lake Co. Gary_D3_D_3129
iNaturalist,0,IN_Lake Co. Gary_D3_D_3129
ebird,0,IN_Lake Co. Gary_D3_D_3129
ebird,12,IN_Lake Co. Gary_D4_D_3130
iNaturalist,1,IN_Lake Co. Gary_D4_D_3130
other,0,IN_Lake Co. Gary_D4_D_3130
ebird,20,IN_Lake Co. Gary_D4_D_3131
other,1,IN_Lake Co. Gary_D4_D_3131
iNaturalist,0,IN_Lake Co. Gary_D4_D_3131
iNaturalist,1,IN_Lake Co. Gary_D4_D_3132
other,0,IN_Lake Co. Gary_D4_D_3132
ebird,0,IN_Lake Co. Gary_D4_D_3132
ebird,149,IN_Lake Co. Gary_D5_D_3133
iNaturalist,1,IN_Lake Co. Gary_D5_D_3133
other,0,IN_Lake Co. Gary_D5_D_3133
ebird,71,IN_Lake Co. Gary_D5_D_3134
iNaturalist,3,IN_Lake Co. Gary_D5_D_3134
other,0,IN_Lake Co. Gary_D5_D_3134
ebird,3,IN_Lake Co. Gary_D6_D_3135
other,0,IN_Lake Co. Gary_D6_D_3135
iNaturalist,0,IN_Lake Co. Gary_D6_D_3135
iNaturalist,1,IN_Lake Co. Gary_D6_D_3136
other,0,IN_Lake Co. Gary_D6_D_3136
ebird,0,IN_Lake Co. Gary_D6_D_3136
other,0,IN_Lake Co. Gary_D6_D_3137
iNaturalist,0,IN_Lake Co. Gary_D6_D_3137
ebird,0,IN_Lake Co. Gary_D6_D_3137
ebird,5,IN_Lake Co. Gary_D6_D_3138
iNaturalist,1,IN_Lake Co. Gary_D6_D_3138
other,0,IN_Lake Co. Gary_D6_D_3138
other,0,IN_Lake Co. Gary_D6_D_3139
iNaturalist,0,IN_Lake Co. Gary_D6_D_3139
ebird,0,IN_Lake Co. Gary_D6_D_3139
ebird,72,IN_Lake Co. Gary_D6_D_3140
iNaturalist,5,IN_Lake Co. Gary_D6_D_3140
other,0,IN_Lake Co. Gary_D6_D_3140
ebird,4,IN_Lake Co. Gary_D7_D_3141
other,0,IN_Lake Co. Gary_D7_D_3141
iNaturalist,0,IN_Lake Co. Gary_D7_D_3141
ebird,132,IN_Lake Co. Gary_D7_D_3142
other,0,IN_Lake Co. Gary_D7_D_3142
iNaturalist,0,IN_Lake Co. Gary_D7_D_3142
iNaturalist,1,IN_Lake Co. Gary_D8_D_3144
other,0,IN_Lake Co. Gary_D8_D_3144
ebird,0,IN_Lake Co. Gary_D8_D_3144
ebird,45,IN_Lake Co. Gary_D9_D_3145
other,0,IN_Lake Co. Gary_D9_D_3145
iNaturalist,0,IN_Lake Co. Gary_D9_D_3145
other,0,IN_Lake Co. Gary_D9_D_3146
iNaturalist,0,IN_Lake Co. Gary_D9_D_3146
ebird,0,IN_Lake Co. Gary_D9_D_3146
ebird,1,IN_Lake Co. Gary_D9_D_3147
other,0,IN_Lake Co. Gary_D9_D_3147
iNaturalist,0,IN_Lake Co. Gary_D9_D_3147
ebird,18,IN_Lake Co. Gary_D9_D_3148
iNaturalist,1,IN_Lake Co. Gary_D9_D_3148
other,11,IN_Lake Co. Gary_D9_D_3148
ebird,54,IN_Lake Co. Gary_NA_C_3149
other,0,IN_Lake Co. Gary_NA_C_3149
iNaturalist,0,IN_Lake Co. Gary_NA_C_3149
ebird,75,IN_Lake Co. Gary_NA_D_3152
other,0,IN_Lake Co. Gary_NA_D_3152
iNaturalist,0,IN_Lake Co. Gary_NA_D_3152
ebird,116,IN_Muncie_B1_B_3153
iNaturalist,1,IN_Muncie_B1_B_3153
other,0,IN_Muncie_B1_B_3153
ebird,17,IN_Muncie_B2_B_3154
iNaturalist,4,IN_Muncie_B2_B_3154
other,0,IN_Muncie_B2_B_3154
ebird,162,IN_Muncie_B3_B_3155
other,1,IN_Muncie_B3_B_3155
iNaturalist,0,IN_Muncie_B3_B_3155
ebird,6,IN_Muncie_C1_C_3156
other,0,IN_Muncie_C1_C_3156
iNaturalist,0,IN_Muncie_C1_C_3156
ebird,10,IN_Muncie_C10_C_3157
other,0,IN_Muncie_C10_C_3157
iNaturalist,0,IN_Muncie_C10_C_3157
ebird,23,IN_Muncie_C11_C_3158
other,0,IN_Muncie_C11_C_3158
iNaturalist,0,IN_Muncie_C11_C_3158
ebird,325,IN_Muncie_C13_C_3162
other,0,IN_Muncie_C13_C_3162
iNaturalist,0,IN_Muncie_C13_C_3162
ebird,2,IN_Muncie_C15_C_3164
other,0,IN_Muncie_C15_C_3164
iNaturalist,0,IN_Muncie_C15_C_3164
ebird,34,IN_Muncie_C2_C_3168
other,0,IN_Muncie_C2_C_3168
iNaturalist,0,IN_Muncie_C2_C_3168
ebird,20,IN_Muncie_C3_C_3169
other,0,IN_Muncie_C3_C_3169
iNaturalist,0,IN_Muncie_C3_C_3169
ebird,10,IN_Muncie_C4_C_3170
other,0,IN_Muncie_C4_C_3170
iNaturalist,0,IN_Muncie_C4_C_3170
ebird,13,IN_Muncie_C5_C_3171
other,0,IN_Muncie_C5_C_3171
iNaturalist,0,IN_Muncie_C5_C_3171
ebird,21,IN_Muncie_C6_C_3172
other,0,IN_Muncie_C6_C_3172
iNaturalist,0,IN_Muncie_C6_C_3172
ebird,3,IN_Muncie_C7_C_3173
other,0,IN_Muncie_C7_C_3173
iNaturalist,0,IN_Muncie_C7_C_3173
ebird,2,IN_Muncie_C9_C_3176
other,0,IN_Muncie_C9_C_3176
iNaturalist,0,IN_Muncie_C9_C_3176
ebird,2,IN_Muncie_D1_D_3177
iNaturalist,1,IN_Muncie_D1_D_3177
other,0,IN_Muncie_D1_D_3177
other,0,IN_Muncie_D2_D_3178
iNaturalist,0,IN_Muncie_D2_D_3178
ebird,0,IN_Muncie_D2_D_3178
iNaturalist,1,IN_Muncie_D4_D_3180
other,0,IN_Muncie_D4_D_3180
ebird,0,IN_Muncie_D4_D_3180
ebird,4,IN_Muncie_D5_D_3181
other,0,IN_Muncie_D5_D_3181
iNaturalist,0,IN_Muncie_D5_D_3181
ebird,6,IN_Muncie_D6_D_3182
other,0,IN_Muncie_D6_D_3182
iNaturalist,0,IN_Muncie_D6_D_3182
ebird,2,IN_Muncie_D6_D_3183
other,0,IN_Muncie_D6_D_3183
iNaturalist,0,IN_Muncie_D6_D_3183
ebird,2,IN_Muncie_D7_D_3184
other,0,IN_Muncie_D7_D_3184
iNaturalist,0,IN_Muncie_D7_D_3184
ebird,94,IN_South Bend_A1_A_3185
other,0,IN_South Bend_A1_A_3185
iNaturalist,0,IN_South Bend_A1_A_3185
ebird,5,IN_South Bend_A2_A_3186
other,0,IN_South Bend_A2_A_3186
iNaturalist,0,IN_South Bend_A2_A_3186
ebird,48,IN_South Bend_A3_A_3187
other,0,IN_South Bend_A3_A_3187
iNaturalist,0,IN_South Bend_A3_A_3187
ebird,80,IN_South Bend_A4_A_3188
iNaturalist,1,IN_South Bend_A4_A_3188
other,0,IN_South Bend_A4_A_3188
ebird,10,IN_South Bend_A5_A_3189
other,0,IN_South Bend_A5_A_3189
iNaturalist,0,IN_South Bend_A5_A_3189
ebird,85,IN_South Bend_A6_A_3190
other,0,IN_South Bend_A6_A_3190
iNaturalist,0,IN_South Bend_A6_A_3190
ebird,370,IN_South Bend_B1_B_3191
other,0,IN_South Bend_B1_B_3191
iNaturalist,0,IN_South Bend_B1_B_3191
ebird,53,IN_South Bend_B11_B_3193
other,0,IN_South Bend_B11_B_3193
iNaturalist,0,IN_South Bend_B11_B_3193
ebird,161,IN_South Bend_B11_B_3194
iNaturalist,1,IN_South Bend_B11_B_3194
other,0,IN_South Bend_B11_B_3194
ebird,402,IN_South Bend_B12_B_3195
iNaturalist,3,IN_South Bend_B12_B_3195
other,0,IN_South Bend_B12_B_3195
ebird,4,IN_South Bend_B13_B_3196
other,0,IN_South Bend_B13_B_3196
iNaturalist,0,IN_South Bend_B13_B_3196
ebird,3,IN_South Bend_B4_B_3199
other,0,IN_South Bend_B4_B_3199
iNaturalist,0,IN_South Bend_B4_B_3199
ebird,1109,IN_South Bend_B5_B_3200
iNaturalist,2,IN_South Bend_B5_B_3200
other,0,IN_South Bend_B5_B_3200
ebird,3,IN_South Bend_B6_B_3201
other,0,IN_South Bend_B6_B_3201
iNaturalist,0,IN_South Bend_B6_B_3201
ebird,920,IN_South Bend_B7_B_3202
other,0,IN_South Bend_B7_B_3202
iNaturalist,0,IN_South Bend_B7_B_3202
ebird,28,IN_South Bend_B8_B_3203
other,0,IN_South Bend_B8_B_3203
iNaturalist,0,IN_South Bend_B8_B_3203
ebird,46,IN_South Bend_B9_B_3204
other,0,IN_South Bend_B9_B_3204
iNaturalist,0,IN_South Bend_B9_B_3204
ebird,47,IN_South Bend_C1_C_3205
iNaturalist,1,IN_South Bend_C1_C_3205
other,0,IN_South Bend_C1_C_3205
ebird,23,IN_South Bend_C1_C_3206
other,0,IN_South Bend_C1_C_3206
iNaturalist,0,IN_South Bend_C1_C_3206
ebird,1944,IN_South Bend_C10_C_3207
iNaturalist,3,IN_South Bend_C10_C_3207
other,0,IN_South Bend_C10_C_3207
ebird,50,IN_South Bend_C2_C_3208
other,0,IN_South Bend_C2_C_3208
iNaturalist,0,IN_South Bend_C2_C_3208
ebird,18,IN_South Bend_C3_C_3209
